"year(cout)","month(cout)","deweyBin","Mexico","Ireland","Spain","Israel","Egypt","Vietnam","Germany","Russia","China","Cuba","Iraq","Japan"
2008,1,789,39,63,24,7,16,19,1,9,36,106,2,25
2008,2,789,33,66,24,8,13,15,3,13,31,90,3,26
2008,3,789,46,79,16,7,18,21,3,9,41,107,8,27
2008,4,789,25,65,14,8,12,9,4,16,34,93,4,27
2008,5,789,33,53,18,14,12,15,2,9,33,93,3,19
2008,6,789,28,52,15,17,16,12,3,11,27,85,2,24
2008,7,789,45,51,16,12,21,14,1,12,21,104,1,23
2008,8,789,28,62,11,14,21,12,3,10,37,74,3,29
2008,9,789,29,70,12,15,17,17,7,8,36,91,1,28
2008,10,789,27,54,14,12,21,15,3,12,32,104,5,29
2008,11,789,23,56,15,10,23,9,1,22,21,75,4,19
2008,12,789,25,43,9,14,21,19,1,16,25,71,4,35
2009,1,789,26,64,18,17,24,14,2,23,41,98,4,38
2009,2,789,24,58,8,8,16,13,1,23,27,99,6,27
2009,3,789,27,62,15,13,27,14,1,20,38,105,8,25
2009,4,789,22,56,14,13,16,9,2,14,45,93,7,26
2009,5,789,31,47,15,15,18,9,2,15,30,80,7,30
2009,6,789,27,48,11,10,21,14,0,11,32,81,7,29
2009,7,789,23,54,14,11,17,11,2,17,40,80,5,18
2009,8,789,31,46,9,13,24,13,1,21,32,95,6,14
2009,9,789,26,23,7,10,13,13,2,16,18,68,5,14
2009,10,789,32,43,7,11,20,7,1,18,32,78,3,22
2009,11,789,26,39,10,5,15,9,3,16,46,57,4,15
2009,12,789,25,29,7,9,13,6,0,15,27,64,3,20
2010,1,789,20,35,10,10,18,9,1,10,32,58,3,10
2010,2,789,15,33,11,2,12,6,1,11,30,66,3,12
2010,3,789,12,54,9,11,18,8,1,21,33,61,2,17
2010,4,789,19,32,13,7,15,2,0,11,18,71,4,14
2010,5,789,19,34,8,7,16,2,0,12,24,60,1,8
2010,6,789,18,24,6,5,22,5,0,8,27,59,7,17
2010,7,789,9,24,6,9,8,2,0,20,16,59,4,9
2010,8,789,25,16,4,7,11,5,0,14,24,53,4,12
2010,9,789,14,23,3,6,6,2,2,13,19,44,1,7
2010,10,789,14,31,9,9,16,4,2,9,20,46,3,10
2010,11,789,13,26,10,6,6,1,1,13,20,53,3,11
2010,12,789,12,21,5,6,15,3,0,21,31,52,4,16
2011,1,789,12,26,9,11,10,10,1,20,33,58,4,6
2011,2,789,16,19,6,9,13,4,1,16,32,42,1,12
2011,3,789,11,37,5,5,9,9,1,20,32,65,3,12
2011,4,789,23,31,8,5,9,3,0,23,29,56,3,18
2011,5,789,18,28,8,7,11,5,0,21,17,63,1,6
2011,6,789,22,23,10,7,9,6,1,16,14,52,1,8
2011,7,789,11,30,5,6,13,2,1,13,12,47,2,11
2011,8,789,23,22,3,2,7,4,1,16,13,44,2,7
2011,9,789,6,19,4,3,9,2,1,9,12,34,1,5
2011,10,789,19,19,5,1,6,2,1,12,14,35,1,6
2011,11,789,12,23,8,1,3,3,0,17,16,34,3,7
2011,12,789,17,15,4,2,4,1,1,14,9,27,1,12
2012,1,789,17,24,4,2,6,4,0,8,13,31,0,4
2012,2,789,14,24,8,2,7,4,0,10,14,29,0,4
2012,3,789,20,38,2,1,6,3,1,14,16,39,5,10
2012,4,789,19,27,3,3,8,3,0,6,23,26,1,15
2012,5,789,22,17,2,4,5,4,0,12,13,29,2,7
2012,6,789,23,26,2,2,7,2,3,12,17,27,6,8
2012,7,789,12,23,2,3,6,3,1,14,18,22,2,2
2012,8,789,11,15,1,5,3,2,2,8,4,20,1,9
2012,9,789,5,19,2,0,5,2,1,9,12,23,2,0
2012,10,789,16,13,0,3,2,3,2,4,18,25,2,9
2012,11,789,14,16,3,3,2,0,1,4,20,25,2,6
2012,12,789,8,26,1,0,1,0,0,7,14,24,0,2
2013,1,789,11,27,2,1,3,1,0,11,24,27,1,9
2013,2,789,15,34,1,0,4,5,1,14,10,21,2,8
2013,3,789,11,45,1,1,1,4,1,11,22,25,0,6
2013,4,789,18,39,2,1,4,2,0,5,19,25,2,9
2013,5,789,9,32,1,0,4,4,0,14,22,25,0,7
2013,6,789,5,27,0,1,4,3,0,4,10,23,0,9
2013,7,789,10,33,1,1,2,4,0,4,25,17,0,6
2013,8,789,6,37,0,1,2,1,1,8,14,22,0,5
2013,9,789,3,21,0,0,1,1,0,11,17,24,0,8
2013,10,789,13,32,1,0,2,1,1,2,21,15,2,4
2013,11,789,7,19,0,0,2,1,0,6,12,19,0,7
2013,12,789,5,29,2,2,0,1,0,2,20,15,0,7
2014,1,789,3,37,1,1,3,3,1,8,31,23,0,5
2014,2,789,8,28,1,1,3,2,0,10,18,18,0,9
2014,3,789,10,39,0,0,2,1,0,6,19,22,0,4
2014,4,789,12,21,2,0,3,2,0,6,13,15,1,5
2014,5,789,5,21,1,0,2,0,0,8,15,14,0,3
2014,6,789,7,20,2,3,5,2,0,3,13,16,0,2
2014,7,789,9,26,0,2,5,3,0,5,13,24,0,5
2014,8,789,12,23,0,3,2,3,1,4,16,24,0,3
2014,9,789,6,23,9,1,2,2,0,1,12,17,1,15
2014,10,789,7,28,14,0,3,1,0,15,7,25,0,10
2014,11,789,4,20,4,4,3,3,1,7,7,18,1,19
2014,12,789,3,29,8,3,5,2,1,7,19,18,1,19
2015,1,789,6,32,5,3,3,2,1,9,14,23,0,18
2015,2,789,2,34,3,2,4,1,0,3,19,23,0,15
2015,3,789,2,29,5,6,0,0,0,8,11,25,1,12
2015,4,789,6,23,4,2,3,1,1,4,10,26,0,12
2015,5,789,7,15,4,4,1,2,1,2,7,24,0,10
2015,6,789,4,15,2,2,1,2,0,6,10,16,0,11
2015,7,789,2,13,5,3,1,2,2,1,4,18,1,6
2015,8,789,3,15,5,8,0,0,1,3,9,19,1,11
2015,9,789,5,14,4,5,3,2,0,5,13,16,0,8
2015,10,789,3,12,4,3,0,2,1,3,7,20,0,8
2015,11,789,2,18,3,2,4,0,0,2,8,11,0,13
2015,12,789,0,17,5,4,3,2,0,6,5,12,0,13
2016,1,789,9,15,2,3,6,1,0,2,7,25,1,13
2016,2,789,2,28,3,4,1,2,0,6,10,12,1,16
2016,3,789,3,26,4,2,1,9,1,2,11,13,0,17
2016,4,789,3,18,5,4,1,9,0,1,4,13,0,4
2016,5,789,2,14,2,2,2,6,1,0,4,16,0,8
2016,6,789,1,16,2,6,4,10,0,1,5,25,0,10
2016,7,789,2,13,5,1,2,5,0,0,3,21,0,6
2016,8,789,5,16,2,2,2,5,1,2,7,16,0,8
2016,9,789,16,14,5,5,2,6,0,2,5,12,1,8
2016,10,789,6,10,3,0,0,7,1,4,7,14,8,5
2016,11,789,10,10,6,6,5,8,0,6,11,26,3,9
2016,12,789,11,20,1,5,3,4,1,3,6,24,2,7
2006,1,790,0,0,0,0,0,0,0,0,0,0,0,2
2006,2,790,0,0,0,0,0,0,0,0,0,0,0,1
2006,3,790,0,0,0,0,0,0,0,0,0,0,0,5
2006,6,790,0,0,0,0,0,0,0,0,0,0,0,1
2006,7,790,0,0,0,0,0,0,0,0,1,0,0,0
2006,9,790,0,0,0,0,0,0,0,0,1,0,0,0
2006,12,790,0,0,0,0,0,0,0,0,1,0,0,0
2007,6,790,0,0,0,0,0,0,0,0,1,0,0,2
2007,7,790,0,0,0,0,0,0,0,0,0,0,0,1
2008,1,790,0,0,0,0,0,0,0,0,1,0,0,0
2008,3,790,0,0,0,0,0,0,0,0,1,0,0,0
2008,10,790,0,0,0,0,0,0,0,0,1,0,0,0
2008,11,790,0,0,0,0,0,0,0,0,0,0,0,1
2009,1,790,0,0,0,0,0,0,0,0,0,0,0,1
2009,2,790,0,0,0,0,0,0,0,0,1,0,0,1
2009,3,790,0,0,0,0,0,0,0,0,0,0,0,2
2009,4,790,0,0,0,0,0,0,0,0,1,0,0,1
2009,5,790,0,0,0,0,0,0,0,0,1,0,0,0
2009,6,790,0,0,0,0,0,0,0,0,1,0,0,2
2009,11,790,0,0,0,0,0,0,0,0,0,0,0,2
2009,12,790,0,0,0,0,0,0,0,0,0,0,0,2
2010,2,790,0,0,0,0,0,0,0,0,0,0,0,2
2010,4,790,0,0,0,0,0,0,0,0,0,0,0,1
2010,5,790,0,0,0,0,0,0,0,0,0,0,0,4
2010,6,790,0,0,0,0,0,0,0,0,0,0,0,1
2010,7,790,0,0,0,0,0,0,0,0,0,0,0,2
2010,8,790,0,0,0,0,0,0,0,0,0,0,0,2
2010,9,790,0,0,0,0,0,0,0,0,0,0,0,1
2010,10,790,0,0,0,0,0,0,0,0,0,0,0,1
2010,12,790,0,0,0,0,0,0,0,0,0,0,0,1
2011,1,790,0,0,0,0,0,0,0,0,0,0,0,1
2011,2,790,0,0,0,0,0,0,0,0,0,0,0,1
2011,3,790,0,0,0,0,0,0,0,0,0,0,0,1
2011,4,790,0,0,0,0,0,0,0,0,0,0,0,1
2011,8,790,0,0,0,0,0,0,0,0,0,0,0,1
2011,10,790,0,0,0,0,0,0,0,0,0,0,0,1
2012,1,790,0,0,0,0,0,0,0,0,1,0,0,0
2012,2,790,0,0,0,0,0,0,0,0,1,0,0,1
2012,5,790,0,0,0,0,0,0,0,0,1,0,0,0
2012,9,790,0,0,0,0,0,0,0,0,2,0,0,1
2012,11,790,0,0,0,0,0,0,0,0,0,0,0,2
2013,1,790,0,0,0,0,0,0,0,0,0,0,0,1
2013,2,790,0,0,0,0,0,0,0,0,0,0,0,1
2013,3,790,0,0,0,0,0,0,0,0,0,0,0,1
2013,6,790,0,0,0,0,0,0,0,0,0,0,0,1
2013,9,790,0,0,0,0,0,0,0,0,0,0,0,1
2013,11,790,0,0,0,0,0,0,0,0,0,0,0,1
2014,1,790,0,0,0,0,0,0,0,0,0,0,0,1
2014,4,790,0,0,0,0,0,0,0,0,0,0,0,1
2014,8,790,0,0,0,0,0,0,0,0,0,0,0,1
2014,10,790,0,0,0,0,0,0,0,0,0,0,0,1
2006,1,791,2,3,3,0,0,0,1,1,0,0,0,11
2006,2,791,1,2,3,0,0,1,0,0,2,0,0,10
2006,3,791,0,1,2,0,0,1,0,0,4,0,0,19
2006,4,791,2,0,3,0,0,1,5,0,2,0,0,18
2006,5,791,0,0,0,0,0,1,0,1,1,0,0,8
2006,6,791,1,0,0,0,0,1,0,0,1,0,0,16
2006,7,791,1,1,0,0,0,0,0,0,3,0,0,7
2006,8,791,2,1,1,0,0,6,2,0,5,0,0,10
2006,9,791,0,1,0,0,0,5,3,2,1,0,0,7
2006,10,791,2,1,1,0,0,5,0,1,3,0,0,6
2006,11,791,0,1,1,0,0,6,0,0,2,0,0,11
2006,12,791,0,2,0,0,0,5,0,0,2,0,0,16
2007,1,791,0,0,0,0,0,3,0,0,1,0,0,4
2007,2,791,1,0,1,0,0,7,2,1,0,0,0,6
2007,3,791,1,1,0,0,0,6,0,0,1,0,0,12
2007,4,791,1,0,0,0,0,3,0,0,0,0,0,14
2007,5,791,3,0,1,0,0,2,1,1,1,0,0,7
2007,6,791,0,1,0,0,1,2,0,0,1,0,0,3
2007,7,791,0,0,0,0,0,6,4,0,2,0,0,10
2007,8,791,1,0,1,0,0,6,1,0,2,0,0,10
2007,9,791,1,0,0,0,0,7,0,1,2,0,0,9
2007,10,791,0,0,1,0,0,3,2,0,0,0,0,5
2007,11,791,0,0,0,0,0,5,0,0,4,0,0,5
2007,12,791,0,0,1,0,0,6,1,1,2,1,0,9
2008,1,791,0,0,2,0,0,3,0,1,3,0,0,7
2008,2,791,0,0,1,0,0,5,1,0,4,0,0,8
2008,3,791,0,2,0,0,0,3,0,1,3,0,0,9
2008,4,791,1,0,0,0,0,5,0,1,1,0,0,5
2008,5,791,0,1,1,0,0,4,0,0,3,0,0,17
2008,6,791,0,0,0,2,0,3,0,1,0,0,0,9
2008,7,791,0,0,1,0,2,1,0,2,0,0,0,10
2008,8,791,0,1,1,0,0,3,3,0,1,0,0,5
2008,9,791,0,1,0,0,0,3,0,0,1,0,0,6
2008,10,791,0,0,3,0,0,2,1,1,0,0,0,11
2008,11,791,0,0,0,0,0,1,1,2,0,0,0,6
2008,12,791,0,0,0,0,0,3,4,1,1,0,0,10
2009,1,791,0,3,1,1,0,4,3,0,2,1,0,5
2009,2,791,1,0,0,0,0,6,0,0,0,0,0,22
2009,3,791,0,0,2,0,0,6,3,1,2,0,0,7
2009,4,791,0,2,0,0,0,3,0,0,0,0,0,7
2009,5,791,0,0,1,0,0,1,2,0,1,0,0,11
2009,6,791,3,1,0,0,0,4,2,0,2,1,0,12
2009,7,791,0,0,0,0,0,1,1,0,1,0,0,3
2009,8,791,1,0,0,0,0,3,2,1,1,0,0,6
2009,9,791,0,2,1,0,0,3,1,0,2,0,0,7
2009,10,791,2,0,1,0,0,3,1,1,15,0,0,4
2009,11,791,0,0,1,0,0,3,1,1,17,0,0,8
2009,12,791,0,1,0,0,0,0,0,0,19,0,0,4
2010,1,791,0,1,0,0,1,3,4,1,17,0,0,9
2010,2,791,0,1,0,0,0,2,0,0,13,0,0,7
2010,3,791,0,0,2,0,0,4,1,0,20,0,0,12
2010,4,791,0,0,0,0,0,4,0,0,18,0,0,4
2010,5,791,0,0,0,0,0,0,0,0,13,0,0,4
2010,6,791,0,0,0,0,0,2,2,0,11,0,0,5
2010,7,791,0,0,0,0,0,2,2,0,16,0,0,3
2010,8,791,0,1,0,0,1,5,0,0,12,0,0,2
2010,9,791,0,0,0,0,0,3,0,0,10,0,0,4
2010,10,791,0,0,1,0,1,3,2,1,11,0,0,2
2010,11,791,0,0,0,0,0,1,1,0,8,0,0,5
2010,12,791,0,0,1,0,0,1,4,2,15,0,0,3
2011,1,791,0,0,0,0,0,1,0,0,12,0,0,5
2011,2,791,0,0,0,0,0,3,3,1,14,0,0,8
2011,3,791,0,1,1,0,0,2,0,0,10,0,0,2
2011,4,791,0,0,0,0,0,1,1,0,10,0,0,5
2011,5,791,0,0,0,0,0,2,1,1,11,0,0,8
2011,6,791,0,0,0,0,0,2,0,0,11,0,0,8
2011,7,791,0,0,0,0,0,1,0,0,9,0,0,4
2011,8,791,0,0,0,0,0,1,0,0,13,0,0,5
2011,9,791,0,0,0,0,0,0,0,0,7,0,0,2
2011,10,791,0,1,0,0,0,1,0,0,10,0,0,4
2011,11,791,0,0,0,0,0,0,0,0,8,0,0,5
2011,12,791,0,0,0,0,0,0,1,0,8,0,0,3
2012,1,791,0,0,0,0,0,1,1,1,8,0,0,2
2012,2,791,0,0,0,0,0,0,0,0,7,0,0,0
2012,3,791,0,1,0,0,0,0,1,1,7,0,0,5
2012,4,791,0,0,0,0,0,0,1,0,6,0,0,2
2012,5,791,0,0,0,0,0,1,1,2,13,0,0,5
2012,6,791,0,1,0,0,0,1,0,0,8,0,0,3
2012,7,791,0,1,0,0,0,0,0,0,7,0,0,3
2012,8,791,0,0,0,0,0,1,0,1,6,0,0,3
2012,9,791,0,0,0,0,0,0,0,0,10,0,0,4
2012,10,791,0,0,0,0,0,0,2,0,3,0,0,4
2012,11,791,0,0,0,0,0,1,1,0,8,0,0,3
2012,12,791,0,0,0,0,0,0,0,0,9,0,0,1
2013,1,791,0,0,0,0,0,1,0,1,9,0,0,5
2013,2,791,0,0,0,0,0,0,1,0,7,0,0,7
2013,3,791,0,0,0,0,0,0,2,0,6,0,0,3
2013,4,791,0,0,0,0,0,0,0,0,12,0,0,7
2013,5,791,0,0,0,0,0,0,1,0,6,0,0,3
2013,6,791,0,0,0,0,0,0,0,0,8,0,0,10
2013,7,791,0,0,0,0,0,0,0,0,7,0,0,3
2013,8,791,0,0,0,0,0,1,0,3,9,0,0,7
2013,9,791,0,0,0,0,0,0,0,0,6,0,0,3
2013,10,791,0,0,0,0,0,0,3,0,4,0,0,8
2013,11,791,0,0,0,0,0,0,0,1,5,0,0,3
2013,12,791,0,0,0,0,0,0,0,0,7,0,0,4
2014,1,791,0,0,0,0,0,0,2,0,5,0,0,7
2014,2,791,0,0,0,0,0,2,0,2,7,0,0,2
2014,3,791,0,1,0,0,0,0,1,0,3,0,0,1
2014,4,791,0,0,0,0,0,0,0,1,7,0,0,7
2014,5,791,0,0,0,0,0,0,1,0,9,0,0,5
2014,6,791,0,0,0,0,0,2,0,0,5,0,0,5
2014,7,791,0,0,0,0,0,0,0,0,4,0,0,7
2014,8,791,0,0,0,0,0,0,0,0,8,0,0,4
2014,9,791,0,0,0,0,0,3,0,1,4,0,0,5
2014,10,791,0,0,0,0,0,0,1,0,5,0,0,4
2014,11,791,0,0,0,0,0,0,0,0,2,0,0,8
2014,12,791,0,0,0,0,0,0,0,0,3,0,0,3
2015,1,791,0,0,0,0,0,1,1,0,4,0,0,1
2015,2,791,0,1,0,0,0,0,2,1,4,0,0,5
2015,3,791,0,0,0,0,0,0,2,0,6,0,0,4
2015,4,791,0,1,0,0,0,1,1,0,4,0,0,6
2015,5,791,0,0,0,0,0,0,0,0,5,0,0,5
2015,6,791,0,0,0,0,0,1,0,1,3,0,0,2
2015,7,791,0,0,0,0,0,0,0,0,3,0,0,7
2015,8,791,0,0,0,0,0,0,0,0,5,0,0,4
2015,9,791,0,0,1,0,0,0,1,0,3,0,0,5
2015,10,791,0,0,0,0,0,0,0,0,2,0,0,0
2015,11,791,0,0,0,0,0,0,0,0,1,0,0,2
2015,12,791,0,0,0,0,0,0,0,0,5,0,0,3
2016,1,791,0,0,0,0,0,0,0,0,3,0,0,2
2016,2,791,0,0,0,0,0,0,1,0,1,0,0,6
2016,3,791,0,0,0,0,0,0,0,0,4,0,0,3
2016,4,791,0,0,1,0,0,0,0,1,3,0,0,5
2016,5,791,0,0,0,0,0,0,0,0,4,0,0,2
2016,6,791,0,0,0,0,0,1,0,0,1,0,0,3
2016,7,791,0,0,0,0,0,0,0,0,1,0,0,4
2016,8,791,0,0,1,0,0,0,0,1,0,0,0,3
2016,9,791,0,0,0,0,0,0,0,0,1,0,0,5
2016,10,791,0,0,0,0,0,0,0,0,0,0,0,1
2016,11,791,0,0,1,0,0,0,1,0,1,0,0,2
2016,12,791,0,0,0,1,0,1,0,0,1,0,0,0
2006,1,792,0,0,0,0,0,2,0,3,0,0,0,1
2006,2,792,0,0,0,0,0,3,0,1,3,1,0,2
2006,3,792,0,0,2,0,0,2,0,2,1,2,0,2
2006,4,792,0,0,0,0,0,5,0,0,0,2,0,1
2006,5,792,0,0,0,0,0,1,0,0,0,0,0,1
2006,6,792,0,0,0,0,0,9,0,0,0,0,0,1
2006,7,792,0,1,0,0,0,13,1,0,0,0,0,4
2006,8,792,0,1,0,0,0,10,0,1,0,2,0,2
2006,9,792,0,0,0,0,0,8,1,3,0,2,0,2
2006,10,792,0,0,0,0,0,11,0,3,0,0,0,5
2006,11,792,0,0,0,0,0,11,2,1,0,0,0,2
2006,12,792,0,0,0,0,0,13,0,3,1,2,0,0
2007,1,792,0,0,0,0,0,5,0,1,0,0,0,0
2007,2,792,0,0,0,0,0,3,0,1,0,0,0,4
2007,3,792,0,0,1,0,0,8,0,4,0,1,0,3
2007,4,792,0,0,0,0,0,6,0,1,0,0,0,1
2007,5,792,0,0,0,0,0,12,1,2,1,0,0,6
2007,6,792,0,1,0,0,0,12,0,1,1,0,0,2
2007,7,792,0,0,0,0,0,13,0,0,0,0,0,1
2007,8,792,0,0,0,0,0,11,0,2,2,0,0,2
2007,9,792,0,0,0,0,0,5,0,0,0,0,0,0
2007,10,792,0,0,0,0,0,3,0,0,0,0,0,0
2007,11,792,0,0,0,0,0,10,0,1,0,1,0,2
2007,12,792,0,0,0,0,0,7,0,0,1,0,0,4
2008,1,792,0,0,1,0,0,7,0,2,1,0,0,4
2008,2,792,0,0,0,0,0,7,0,1,0,0,0,3
2008,3,792,0,0,1,0,0,8,0,0,1,1,0,1
2008,4,792,0,0,1,0,0,6,3,1,0,0,0,0
2008,5,792,0,0,0,0,0,5,0,0,0,0,0,1
2008,6,792,0,0,0,0,0,3,0,3,1,0,0,2
2008,7,792,1,0,0,0,0,9,0,2,0,0,0,0
2008,8,792,0,0,0,0,0,7,1,0,0,1,0,2
2008,9,792,0,0,0,0,0,8,1,1,0,0,0,1
2008,10,792,0,0,0,0,0,7,0,2,0,1,0,5
2008,11,792,0,0,0,0,0,7,1,0,5,0,0,4
2008,12,792,0,0,0,0,0,4,0,0,7,1,0,1
2009,1,792,0,0,0,0,0,4,0,1,4,0,0,4
2009,2,792,0,0,0,0,0,7,0,1,3,0,0,8
2009,3,792,0,0,1,0,0,5,1,5,8,1,0,3
2009,4,792,0,1,0,0,0,4,1,3,2,0,0,3
2009,5,792,0,0,0,0,0,5,0,1,1,0,0,5
2009,6,792,0,1,0,0,0,6,0,3,3,1,0,5
2009,7,792,0,0,0,0,0,3,1,2,4,0,0,6
2009,8,792,0,0,0,0,0,6,0,2,4,0,0,2
2009,9,792,0,1,0,0,0,6,0,1,4,1,0,3
2009,10,792,0,0,0,0,0,5,0,0,4,0,0,4
2009,11,792,0,0,0,0,0,5,0,1,2,0,0,5
2009,12,792,0,0,0,0,0,4,0,0,5,0,0,1
2010,1,792,0,2,2,0,0,5,1,2,4,0,0,1
2010,2,792,0,1,1,0,0,5,2,1,7,0,0,1
2010,3,792,1,1,3,0,0,4,2,2,8,0,0,3
2010,4,792,0,3,2,0,0,5,1,1,5,0,0,3
2010,5,792,0,1,2,0,0,1,2,2,4,0,0,12
2010,6,792,0,1,1,0,0,4,0,3,3,1,0,10
2010,7,792,0,0,3,0,0,1,0,3,5,0,0,3
2010,8,792,0,2,2,0,0,1,0,3,8,0,0,6
2010,9,792,0,1,0,0,0,1,1,2,2,0,0,2
2010,10,792,0,1,2,0,0,2,2,1,2,1,0,6
2010,11,792,0,1,0,0,0,2,0,3,8,0,0,11
2010,12,792,0,8,0,0,0,2,1,2,6,0,0,4
2011,1,792,0,6,0,0,0,1,2,4,0,0,0,8
2011,2,792,0,5,1,0,1,2,0,2,5,0,0,1
2011,3,792,0,5,1,0,0,1,2,3,6,0,0,5
2011,4,792,0,6,0,0,0,3,1,1,3,0,0,3
2011,5,792,0,3,1,0,0,2,0,2,3,0,0,1
2011,6,792,0,2,0,0,0,1,0,2,0,0,0,2
2011,7,792,0,4,0,0,0,3,2,1,2,0,0,4
2011,8,792,0,1,1,0,0,2,1,3,2,0,0,2
2011,9,792,0,3,1,0,0,1,0,0,1,0,0,1
2011,10,792,0,3,0,0,0,1,0,6,0,0,0,1
2011,11,792,0,4,0,0,0,0,2,1,3,0,0,3
2011,12,792,0,3,1,0,0,0,1,2,4,0,0,5
2012,1,792,0,0,0,0,0,0,0,2,5,0,0,2
2012,2,792,0,3,0,0,0,0,3,1,3,0,0,3
2012,3,792,0,2,1,0,0,0,1,1,7,0,0,3
2012,4,792,0,1,1,0,0,0,0,0,1,0,0,3
2012,5,792,0,1,0,0,0,0,1,0,8,0,0,6
2012,6,792,0,1,0,0,0,0,0,1,1,0,0,2
2012,7,792,0,0,1,0,0,0,0,2,0,0,0,4
2012,8,792,0,1,0,0,0,0,0,2,4,0,0,3
2012,9,792,0,1,1,0,0,0,1,1,1,0,0,6
2012,10,792,0,1,0,0,0,0,1,0,1,0,0,1
2012,11,792,0,1,0,0,0,0,0,1,0,0,0,8
2012,12,792,0,1,0,0,0,0,0,2,7,0,0,1
2013,1,792,0,2,2,0,0,0,2,2,3,0,0,0
2013,2,792,0,0,0,0,0,0,1,3,3,0,0,6
2013,3,792,0,0,0,1,0,0,1,5,4,0,0,3
2013,4,792,0,3,0,0,0,0,0,2,1,0,0,5
2013,5,792,0,1,0,0,0,0,0,0,2,0,0,2
2013,6,792,0,1,0,0,0,0,0,2,2,0,0,2
2013,7,792,0,1,0,0,0,0,0,4,2,0,0,2
2013,8,792,0,5,0,0,0,0,1,0,0,0,0,3
2013,9,792,0,2,0,0,0,0,0,0,4,0,0,1
2013,10,792,0,0,0,0,0,0,0,3,2,0,0,3
2013,11,792,0,2,0,0,0,0,1,0,2,0,0,5
2013,12,792,0,0,0,0,0,0,0,2,3,0,0,2
2014,1,792,0,1,0,0,0,0,1,1,4,0,0,1
2014,2,792,0,1,0,0,0,0,1,2,1,0,0,2
2014,3,792,0,0,1,0,1,0,0,1,2,0,0,3
2014,4,792,0,2,0,0,0,0,1,2,1,0,0,1
2014,5,792,0,1,1,0,0,0,0,1,1,0,0,3
2014,6,792,0,2,1,0,0,0,1,2,1,0,0,6
2014,7,792,0,1,0,0,0,0,2,0,2,0,0,1
2014,8,792,0,1,1,0,0,0,1,0,3,0,0,4
2014,9,792,0,1,2,0,0,0,0,1,1,0,0,1
2014,10,792,0,1,0,0,0,0,3,5,3,0,0,1
2014,11,792,0,0,0,0,0,0,2,1,3,0,0,2
2014,12,792,0,1,0,0,0,0,0,0,0,0,0,3
2015,1,792,0,0,0,0,0,0,0,0,1,0,0,4
2015,2,792,0,0,0,0,0,0,2,2,1,0,0,5
2015,3,792,0,0,2,0,0,0,0,3,2,0,0,2
2015,4,792,0,0,0,0,0,0,0,1,4,0,0,0
2015,5,792,0,1,0,0,0,0,1,0,3,0,0,0
2015,6,792,0,1,0,0,0,0,2,10,2,0,0,0
2015,7,792,0,0,1,0,0,0,1,11,3,0,0,1
2015,8,792,0,0,1,0,0,0,2,3,1,0,0,1
2015,9,792,0,0,0,0,0,0,0,6,3,0,0,0
2015,10,792,0,1,0,0,0,0,0,4,3,0,0,3
2015,11,792,0,0,0,0,0,0,1,3,1,0,0,2
2015,12,792,0,0,0,0,0,0,2,2,4,0,0,2
2016,1,792,0,0,0,0,0,0,0,4,1,0,0,1
2016,2,792,0,0,0,0,0,0,0,2,1,0,0,1
2016,3,792,0,0,0,0,0,0,0,1,1,0,0,1
2016,4,792,0,0,0,0,0,0,0,2,2,0,0,0
2016,5,792,0,0,0,0,0,0,0,2,6,0,0,2
2016,6,792,0,0,0,0,0,0,0,2,0,0,0,0
2016,7,792,0,2,1,0,0,0,0,2,2,0,0,1
2016,8,792,0,0,0,0,0,0,0,0,2,0,0,1
2016,9,792,0,0,0,0,0,0,0,1,0,0,0,0
2016,10,792,0,0,0,0,0,0,0,5,1,0,0,2
2016,11,792,0,0,0,0,0,0,0,13,0,0,0,0
2016,12,792,0,0,1,1,0,0,0,8,2,0,0,0
2006,1,793,1,3,1,0,0,0,0,1,7,0,0,0
2006,2,793,0,3,1,0,0,0,0,1,8,0,0,0
2006,3,793,0,5,0,0,0,0,0,1,8,0,0,0
2006,4,793,2,6,2,0,0,0,0,1,7,0,0,0
2006,5,793,1,2,1,0,0,0,0,0,5,0,0,2
2006,6,793,0,6,1,0,0,0,0,2,7,0,0,0
2006,7,793,0,2,0,0,0,0,0,2,1,0,0,0
2006,8,793,4,3,2,0,0,0,0,1,8,0,0,0
2006,9,793,0,2,5,0,0,0,0,0,6,0,0,0
2006,10,793,2,4,0,0,0,0,0,2,4,0,0,0
2006,11,793,1,3,1,0,0,0,0,0,10,0,0,0
2006,12,793,0,10,2,0,0,0,0,0,5,0,0,0
2007,1,793,0,2,0,0,0,0,0,0,6,0,0,0
2007,2,793,0,1,1,0,0,0,0,1,3,0,0,0
2007,3,793,0,9,0,0,0,0,0,1,8,0,0,1
2007,4,793,1,4,1,0,0,0,0,0,5,0,0,0
2007,5,793,1,8,0,0,0,0,0,0,4,0,0,0
2007,6,793,0,3,0,0,0,0,0,0,6,0,0,0
2007,7,793,0,2,0,0,0,0,0,1,3,0,0,0
2007,8,793,1,3,1,0,0,0,0,1,3,0,0,0
2007,9,793,0,4,1,0,0,0,0,0,3,0,0,0
2007,10,793,0,4,0,0,0,0,0,2,1,0,0,0
2007,11,793,0,9,0,0,0,0,0,4,2,0,0,0
2007,12,793,0,1,0,0,0,0,0,0,5,0,0,0
2008,1,793,0,2,0,0,0,0,0,0,6,0,0,0
2008,2,793,0,5,0,0,0,0,0,3,5,0,0,0
